"concept_iri"	"notation"	"pref_label"	"definition"	"capture_timestamp"	"source_url"	"capture_count"	"sampled_capture_count"	"distinct_sampled_definitions"	"review_status"	"review_note"	"sampled_headings"	"errors"
"https://data.idnau.org/pid/vocab/atns-subcat/d60a14ab-ee61-558f-bfda-1c3c1c509e65"	"112"	"Indigenous Coordination Centre (ICC)"	"Prior to the abolition of the Aboriginal and Torres Strait Islander Commission (ATSIC), ICCs were ATSIC and Aboriginal and Torres Strait Islander Services (ATSIS) Regional and State Offices. The ICCs now operate as whole-of-government centres which house staff from a range of departments which deliver services to Indigenous Australians. Prior to the abolition of the Aboriginal and Torres Strait Islander Commission (ATSIC), ICCs were ATSIC and Aboriginal and Torres Strait Islander Services (ATSIS) Regional and State Offices. The ICCs now operate as whole-of-government centres which house staff from a range of departments which deliver services to Indigenous Australians. They operate in 29 locations around Australia and also negotiate Shared Responsibility Agreements (SRAs) with Indigenous communities."	"20200319040153"	"https://web.archive.org/web/20200319040153/https://www.atns.net.au/subcategory.asp?subcategoryID=112"	"10"	"3"	"1"	"stable"	""	"Indigenous Coordination Centre (ICC)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/fb0d8b19-5eb9-590c-8d50-411cdcb787e5"	"113"	"Charitable Trust"	""	"20150304093815"	"https://web.archive.org/web/20150304093815/http://atns.net.au/subcategory.asp?subcategoryID=113"	"6"	"3"	"1"	"empty-definition"	"20070901081435: Charitable Trust — [empty] || 20110216100935: Charitable Trust — [empty] || 20150304093815: Charitable Trust — [empty]"	"Charitable Trust"	""
"https://data.idnau.org/pid/vocab/atns-subcat/901d9c34-2115-5043-9846-d5cba813b9b3"	"114"	"Torres Strait Islander Land Trust (Queensland)"	"Torres Strait Islander Land Trusts are statutory bodies created under the Torres Strait Islander Land Act 1991 (Qld). A Land Trust holds land granted under one of the mechanisms in the Act. It is a body corporate of which the grantees are members, holding land on trust for the benefit of Torres Strait Islander people, their ancestors and descendants. It is subject to restrictions in dealings with the land and is required to comply with the administrative and financial requirements of the Torres Strait Islander Land Regulation 1991 (Qld)."	"20140125204819"	"https://web.archive.org/web/20140125204819/http://atns.net.au/subcategory.asp?subcategoryID=114"	"6"	"3"	"1"	"stable"	""	"Torres Strait Islander Land Trust (Queensland)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/bb603fdb-9bd8-5d8b-88d5-da2caaa5bf15"	"115"	"Aboriginal Land Trust (Queensland)"	"Aboriginal Land Trusts are statutory bodies created under the Aboriginal Land Act 1991 (Qld). A Land Trust holds land granted under one of the mechanisms in the Act."	"20200319040031"	"https://web.archive.org/web/20200319040031/https://www.atns.net.au/subcategory.asp?subcategoryID=115"	"10"	"3"	"1"	"stable"	""	"Aboriginal Land Trust (Queensland)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/04f70685-a852-5791-aa7b-04c01938187e"	"116"	"Company Limited by Guarantee"	""	"20201029104332"	"https://web.archive.org/web/20201029104332/https://atns.net.au/subcategory.asp?subcategoryid=116"	"12"	"3"	"1"	"empty-definition"	"20070901082735: Company Limited by Guarantee — [empty] || 20110216101000: Company Limited by Guarantee — [empty] || 20201029104332: Company Limited by Guarantee — [empty]"	"Company Limited by Guarantee"	""
"https://data.idnau.org/pid/vocab/atns-subcat/8cd54a0e-184d-520e-89f3-3c7ea37e76e1"	"117"	"Litigated Determination"	"A litigated determination is a decision by an Australian court or other recognised body that native title does or does not exist in a particular area of land or waters, which is made following a trial."	"20201022100405"	"https://web.archive.org/web/20201022100405/https://atns.net.au/subcategory.asp?subcategoryid=117"	"8"	"2"	"1"	"stable"	""	"Litigated Determination"	"20070901083136: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/caa3eeb7-4d71-505c-9ee9-19b8c5338435"	"119"	"Consent Determination (Native Title Act)"	"A decision by the Federal Court, High Court or a recognised body that native title does or does not exist in a particular area, which is made when parties have reached an agreement."	"20200921191157"	"https://web.archive.org/web/20200921191157/https://atns.net.au/subcategory.asp?subcategoryID=119"	"13"	"3"	"1"	"stable"	""	"Consent Determination (Native Title Act)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/177cef4d-1963-57e3-9b5c-508480daf336"	"120"	"Future Act Agreement (Native Title Act)"	"An agreement made under the future act provisions of the Native Title Act 1993 (Cth) about a ""future act"" - a proposed activity or development that may affect native title - which requires an agreement with the native title parties in order for the activity to be valid."	"20200921073646"	"https://web.archive.org/web/20200921073646/https://atns.net.au/subcategory.asp?subcategoryid=120"	"10"	"3"	"2"	"definition-changed"	"20070902023825: Future Act Agreement (Native Title Act) — An agreement made under the future act provisions of the Native Title Act 1993 (Cth) about a ""future act"" – a proposed activity or development that may affect native title – which requires an agreement with the native title parties in order for the activity to be valid. || 20110216112624: Future Act Agreement (Native Title Act) — An agreement made under the future act provisions of the Native Title Act 1993 (Cth) about a ""future act"" – a proposed activity or development that may affect native title – which requires an agreement with the native title parties in order for the activity to be valid. || 20200921073646: Future Act Agreement (Native Title Act) — An agreement made under the future act provisions of the Native Title Act 1993 (Cth) about a ""future act"" - a proposed activity or development that may affect native title - which requires an agreement with the native title parties in order for the activity to be valid."	"Future Act Agreement (Native Title Act)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/09f0a068-ce65-5c11-8dec-f081d1a81ec2"	"121"	"Indigenous Land Use Agreement (ILUA) (Native Title Act)"	"The Indigenous Land Use Agreement (ILUA) is a voluntary agreement between a native title group and others about the use and management of land and waters."	"20070517170812"	"https://web.archive.org/web/20070517170812/http://www.atns.net.au:80/subcategory.asp?subcategoryid=121"	"23"	"1"	"1"	"single-sample"	"20070517170812: Indigenous Land Use Agreement (ILUA) (Native Title Act) — The Indigenous Land Use Agreement (ILUA) is a voluntary agreement between a native title group and others about the use and management of land and waters."	"Indigenous Land Use Agreement (ILUA) (Native Title Act)"	"20110216112717: URLError: <urlopen error [Errno 61] Connection refused> | 20200924075424: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/41d9b2e8-b492-5ae4-a167-0ad1b8625279"	"122"	"Case Law"	"Decisions or findings of courts regarding litigated matters."	"20110216100100"	"https://web.archive.org/web/20110216100100/http://atns.net.au/subcategory.asp?subcategoryID=122"	"11"	"2"	"1"	"stable"	""	"Case Law"	"20201029025146: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/d9bcd972-b0da-5ef2-b97d-dfa3afca649f"	"123"	"Legislation"	"Also known as 'statutes' or 'acts', these are laws enacted by Commonwealth, State, or Territory Parliament or other national equivalent."	"20200925094319"	"https://web.archive.org/web/20200925094319/https://atns.net.au/subcategory.asp?subcategoryID=123"	"18"	"2"	"1"	"stable"	""	"Legislation"	"20070711075245: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/009cc2ae-06a8-5cd7-922a-c90a2c0cd3b2"	"124"	"Interim Agreement"	"This agreement derives its name from its position in longer term negotiation. It will record matters agreed to along the path to a final agreement. Some or most of the matters will be of a temporary nature intended to be superseded by the envisaged final agreement. The agreement may also record matters agreed to in principle, which will be fully defined in a final draft. Where of the latter type this type of agreement may also be known as a draft agreement."	"20200921180851"	"https://web.archive.org/web/20200921180851/https://atns.net.au/subcategory.asp?subcategoryID=124"	"8"	"2"	"1"	"stable"	""	"Interim Agreement"	"20070911154645: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/1b340bb0-e40e-5938-a6a5-34a49cd07960"	"125"	"Memorandum of Understanding"	"A statement of intent that is not necessarily legally binding."	"20190403123343"	"https://web.archive.org/web/20190403123343/https://www.atns.net.au/subcategory.asp?subcategoryid=125"	"10"	"3"	"1"	"stable"	""	"Memorandum of Understanding"	""
"https://data.idnau.org/pid/vocab/atns-subcat/b7b5cd08-d283-583c-a41f-39a8ccf7f555"	"126"	"Indigenous Partnership"	"An agreement between indigenous and non-indigenous parties whereby the parties set out their intention to jointly cooperate together over a variety of important issues."	"20151130183938"	"https://web.archive.org/web/20151130183938/http://www.atns.net.au/subcategory.asp?subcategoryID=126"	"9"	"3"	"1"	"stable"	""	"Indigenous Partnership"	""
"https://data.idnau.org/pid/vocab/atns-subcat/076d3b9a-6064-528c-a4f2-cd910bad69f5"	"127"	"Land Transfer Agreement"	"'Land transfer agreement' is a term which describes the subject matter of an agreement, rather than a specific category of agreement. A land transfer agreement is an agreement which includes the transfer of land from one party to another."	"20200921133040"	"https://web.archive.org/web/20200921133040/https://atns.net.au/subcategory.asp?subcategoryid=127"	"9"	"3"	"1"	"stable"	""	"Land Transfer Agreement"	""
"https://data.idnau.org/pid/vocab/atns-subcat/3f9e2685-7bfd-5846-9b35-84429e6dcbaf"	"128"	"Public Company"	"A public company is one which is not incorporated as a proprietary company. It may or may not be listed on the stock exchange for the public sale of shares, although any company that is listed, is a public company. More onerous obligations are imposed on public companies than on proprietary companies."	"20110216101653"	"https://web.archive.org/web/20110216101653/http://atns.net.au/subcategory.asp?subcategoryID=128"	"15"	"2"	"1"	"stable"	""	"Public Company"	"20200925092254: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/5e6e7587-f46e-514c-b7f1-748fad936498"	"129"	"Native Title Holders (Native Title Act)"	"Aboriginal and Torres Strait Islander people who are registered as native title holders under the Native Title Act 1993 (Cth)."	"20110216102628"	"https://web.archive.org/web/20110216102628/http://atns.net.au/subcategory.asp?subcategoryID=129"	"15"	"2"	"1"	"stable"	""	"Native Title Holders (Native Title Act)"	"20201029024514: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/422e0386-70ff-5903-a802-bbf394001e44"	"130"	"Traditional Owner Group (Aboriginal Land Rights (Northern Territory) Act)"	"The indigenous inhabitants of an area of Australia who assert traditional rights and interests in that area."	"20140126160612"	"https://web.archive.org/web/20140126160612/http://atns.net.au/subcategory.asp?subcategoryID=130"	"6"	"3"	"1"	"stable"	""	"Traditional Owner Group (Aboriginal Land Rights (Northern Territory) Act)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/97efd2c0-d3cb-5785-a953-d83214529992"	"131"	"Local Government"	"Local government performs the administrative functions for a particular municipality, city, town, township which are carried out by locally elected political bodies."	"20201029114017"	"https://web.archive.org/web/20201029114017/https://atns.net.au/subcategory.asp?subcategoryid=131"	"15"	"1"	"1"	"single-sample"	"20201029114017: Local Government — Local government performs the administrative functions for a particular municipality, city, town, township which are carried out by locally elected political bodies."	"Local Government"	"20070901082510: URLError: <urlopen error [Errno 61] Connection refused> | 20110216101309: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/a69ed78c-0c27-5b49-bee7-3c4ca6147f60"	"132"	"Aboriginal Community Council"	"An Aboriginal council which typically represents the interests of, and makes decisions on behalf of the local indigenous community."	"20200925090322"	"https://web.archive.org/web/20200925090322/https://atns.net.au/subcategory.asp?subcategoryID=132"	"11"	"2"	"1"	"stable"	""	"Aboriginal Community Council"	"20070901081215: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/80f9576f-cc98-5c15-b133-0ac43fced0c6"	"133"	"State Government"	"The government of a State in Australia."	"20201022013251"	"https://web.archive.org/web/20201022013251/https://atns.net.au/subcategory.asp?subcategoryid=133"	"13"	"2"	"1"	"stable"	""	"State Government"	"20070901081912: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/c43c7348-214e-5e4d-82fd-0ca183ec0745"	"134"	"Federal Government"	"The central government of a union of states in which sovereignty is divided between the central authority and the state authorities."	"20201024180234"	"https://web.archive.org/web/20201024180234/https://atns.net.au/subcategory.asp?subcategoryid=134"	"9"	"3"	"1"	"stable"	""	"Federal Government"	""
"https://data.idnau.org/pid/vocab/atns-subcat/c7a29999-091c-5086-b86d-fcd39ee1ff0b"	"135"	"Proprietary Company"	"A proprietary (or private) company is limited to no more than 50 members and operates with restricted rights of transfer of shares. It can neither invite the general public to subscribe for its shares or debentures nor take deposits from the public. It is the most common form of company type."	"20200925102017"	"https://web.archive.org/web/20200925102017/https://atns.net.au/subcategory.asp?subcategoryID=135"	"19"	"3"	"1"	"stable"	""	"Proprietary Company"	""
"https://data.idnau.org/pid/vocab/atns-subcat/395f9c3d-1892-5865-a0a9-bc3dbcc40009"	"136"	"Aboriginal Corporation"	"An Aboriginal corporation is a company owned by Indigenous Australians."	"20201029020908"	"https://web.archive.org/web/20201029020908/https://atns.net.au/subcategory.asp?subcategoryID=136"	"20"	"3"	"1"	"stable"	""	"Aboriginal Corporation"	""
"https://data.idnau.org/pid/vocab/atns-subcat/b8ac89d9-085b-56a9-b061-cde49e183bc4"	"137"	"Native Title Claimants (registered)"	"Aboriginal and Torres Strait Islander people who have made an application for the legal recognition of their native title rights and interests with the Federal Court and who have fulfilled the requirements to be included on the Register of Native Title Claims."	"20200922033909"	"https://web.archive.org/web/20200922033909/https://atns.net.au/subcategory.asp?subcategoryid=137"	"14"	"3"	"1"	"stable"	""	"Native Title Claimants (registered)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/05a69289-48e5-5043-9a4d-d45fc411b116"	"138"	"Aboriginal Land Trust (Northern Territory)"	"Land Trusts in the Northern Territory are statutory bodies under the Aboriginal Land Rights (Northern Territory) Act 1976 (Cth) (ALRA). Land Trusts hold the title to land handed back to the traditional Aboriginal owners under one of the mechanisms outlined in the ALRA. A Land Trust exercises certain functions in relation to the land held by it as set out in the ALRA, but cannot exercise those functions except in accordance with a direction given to it by the Land Council for the area in which that land is situated."	"20110216100719"	"https://web.archive.org/web/20110216100719/http://atns.net.au/subcategory.asp?subcategoryID=138"	"5"	"2"	"1"	"stable"	""	"Aboriginal Land Trust (Northern Territory)"	"20131029202609: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/8e1b0c83-6505-5408-be21-8d1f74b43120"	"139"	"Statutory Body"	"A statutory body is one established by legislation."	"20200923115902"	"https://web.archive.org/web/20200923115902/https://atns.net.au/subcategory.asp?subcategoryid=139"	"10"	"1"	"1"	"single-sample"	"20200923115902: Statutory Body — A statutory body is one established by legislation."	"Statutory Body"	"20070830201346: URLError: <urlopen error [Errno 61] Connection refused> | 20110216101829: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/6ffe90c2-95c9-51b5-a083-8c7d83b975ef"	"140"	"Framework Agreement"	"These can be legally binding agreements, however they are essentially ‘process agreements’, that is, they generally bind parties to adhere to certain processes rather than to substantive issues."	"20200919214053"	"https://web.archive.org/web/20200919214053/https://atns.net.au/subcategory.asp?subcategoryid=140"	"9"	"2"	"1"	"stable"	""	"Framework Agreement"	"20110216112527: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/107a111f-ec77-5bc3-8410-8bc0fade0403"	"141"	"Lease"	"A legal agreement between parties allowing one party to have a temporary interest in property, usually assuming most of the rights of the owner, and to use the property in accordance with the agreement. Leases will mostly have a date when they terminate, at which time the leased rights in the property return to the owner."	"20150326094647"	"https://web.archive.org/web/20150326094647/http://atns.net.au/subcategory.asp?subcategoryID=141"	"9"	"1"	"1"	"single-sample"	"20150326094647: Lease — A legal agreement between parties allowing one party to have a temporary interest in property, usually assuming most of the rights of the owner, and to use the property in accordance with the agreement. Leases will mostly have a date when they terminate, at which time the leased rights in the property return to the owner."	"Lease"	"20070911154707: URLError: <urlopen error [Errno 61] Connection refused> | 20110216113129: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/1c5aa0a9-a1bc-59d1-a43d-51b12e376432"	"142"	"Section 21 Agreement (Native Title Act)"	"Local and regional land use and access agreements made between government and native title holders under the original section 21 of the Native Title Act 1993 (Cth) (unamended), where negotiations commenced or the agreement was finalised prior to the 1998 amendments to the Act."	"20070902022448"	"https://web.archive.org/web/20070902022448/http://www.atns.net.au/subcategory.asp?subcategoryid=142"	"7"	"1"	"1"	"single-sample"	"20070902022448: Section 21 Agreement (Native Title Act) — Local and regional land use and access agreements made between government and native title holders under the original section 21 of the Native Title Act 1993 (Cth) (unamended), where negotiations commenced or the agreement was finalised prior to the 1998 amendments to the Act."	"Section 21 Agreement (Native Title Act)"	"20110216113532: URLError: <urlopen error [Errno 61] Connection refused> | 20140302103629: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/6a2c747a-d581-55df-a79d-0e18378d44b4"	"143"	"Native Title Claimants (unregistered)"	"Aboriginal and Torres Strait Islander people who have made an application for the legal recognition of their native title rights and interests with the Federal Court and who have not fulfilled the requirements to be included on the Register of Native Title Claims."	"20200921051047"	"https://web.archive.org/web/20200921051047/https://atns.net.au/subcategory.asp?subcategoryid=143"	"9"	"2"	"1"	"stable"	""	"Native Title Claimants (unregistered)"	"20110216102527: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/4a28e5d2-a7b3-5528-9ea6-595807ca3c08"	"144"	"Land Use Agreement"	"A land use agreement is made between two or more parties, where a party with rights in land grants permission for another party (who may also have rights in the same area of land) to use the land for a particular purpose, or in a particular way, in exchange for rights, goods or services."	"20200921184930"	"https://web.archive.org/web/20200921184930/https://atns.net.au/subcategory.asp?subcategoryID=144"	"9"	"2"	"1"	"stable"	""	"Land Use Agreement"	"20110216113104: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/27bf4e20-d996-5e23-bbd6-03284f4b24e4"	"145"	"Commercial Agreement"	"Agreements made on the open market for the exchange of goods and services, including the use of land. Although this category usually refers to binding contracts made between parties, it may also include any agreements made in the course of commerce, such as non-binding pre-contractual arrangements between parties. By convention this category does not include agreements made under statutory regimes dealing with native title rights, as those rights cannot be sold in the open market."	"20140302103516"	"https://web.archive.org/web/20140302103516/http://atns.net.au/subcategory.asp?subcategoryID=145"	"10"	"3"	"1"	"stable"	""	"Commercial Agreement"	""
"https://data.idnau.org/pid/vocab/atns-subcat/e25306cd-559a-5d5a-8a28-e66ca2c2323a"	"146"	"Exploration Agreement (Aboriginal Land Rights (Northern Territory) Act)"	"An agreement made with Aboriginal Traditional Owners for the grant of exploration licences over Aboriginal land, made under s 40 of the Aboriginal Land Rights (Northern Territory) Act 1976 (Cth) (the ALRA)."	"20140302103525"	"https://web.archive.org/web/20140302103525/http://atns.net.au/subcategory.asp?subcategoryID=146"	"7"	"3"	"1"	"stable"	""	"Exploration Agreement (Aboriginal Land Rights (Northern Territory) Act)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/5701ef5e-fe49-5289-b4da-3345efa1ce89"	"147"	"Mining Agreement (Aboriginal Land Rights (Northern Territory) Act)"	"An agreement made with Aboriginal Traditional Owners for the grant of mining interests over Aboriginal land, made under s 46 of the Aboriginal Land Rights (Northern Territory) Act 1976 (Cth) (the ALRA)."	"20140302103614"	"https://web.archive.org/web/20140302103614/http://atns.net.au/subcategory.asp?subcategoryID=147"	"8"	"3"	"1"	"stable"	""	"Mining Agreement (Aboriginal Land Rights (Northern Territory) Act)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/f6be2b14-a012-5d67-a3b9-eec5a957c048"	"148"	"Memorandum of Lease"	"The written document containing the terms of a lease."	"20200921191001"	"https://web.archive.org/web/20200921191001/https://atns.net.au/subcategory.asp?subcategoryID=148"	"8"	"2"	"1"	"stable"	""	"Memorandum of Lease"	"20110216113224: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/cb04592a-0221-592e-9bd2-7cfd7c515db8"	"149"	"Exploration Agreement (Native Title Act)"	"Exploration Agreements are made under the future act provisions of the Native Title Act 1993 (Cth) (not including Indigenous Land Use Agreements (ILUAs)). South Australia has its own provisions which comply with the regulations under the Native Title Act 1993 (Cth) for separate state regimes."	"20140302103529"	"https://web.archive.org/web/20140302103529/http://atns.net.au/subcategory.asp?subcategoryID=149"	"7"	"1"	"1"	"single-sample"	"20140302103529: Exploration Agreement (Native Title Act) — Exploration Agreements are made under the future act provisions of the Native Title Act 1993 (Cth) (not including Indigenous Land Use Agreements (ILUAs)). South Australia has its own provisions which comply with the regulations under the Native Title Act 1993 (Cth) for separate state regimes."	"Exploration Agreement (Native Title Act)"	"20070904030850: URLError: <urlopen error [Errno 61] Connection refused> | 20110216112503: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/89615198-37f5-5e14-91e6-a2ba2eb0af09"	"150"	"Joint Management Agreement"	"An agreement between indigenous and non-indigenous parties for the joint management of land of traditional significance to the indigenous parties."	"20070902033248"	"https://web.archive.org/web/20070902033248/http://www.atns.net.au/subcategory.asp?subcategoryid=150"	"11"	"1"	"1"	"single-sample"	"20070902033248: Joint Management Agreement — An agreement between indigenous and non-indigenous parties for the joint management of land of traditional significance to the indigenous parties."	"Joint Management Agreement"	"20110216112911: URLError: <urlopen error [Errno 61] Connection refused> | 20200229052849: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/51e799aa-68a2-5df5-b3b6-ce3837c24612"	"151"	"Template Agreement"	"An Agreement which includes standard terms and conditions to be applied to a range of individual agreements all covering the same or similar issues and which is altered in certain respects to suit each particular situation."	"20070911154925"	"https://web.archive.org/web/20070911154925/http://www.atns.net.au/subcategory.asp?subcategoryID=151"	"8"	"1"	"1"	"single-sample"	"20070911154925: Template Agreement — An Agreement which includes standard terms and conditions to be applied to a range of individual agreements all covering the same or similar issues and which is altered in certain respects to suit each particular situation."	"Template Agreement"	"20110216113634: URLError: <urlopen error [Errno 61] Connection refused> | 20200919045727: URLError: <urlopen error [Errno 61] Connection refused>"
"https://data.idnau.org/pid/vocab/atns-subcat/f0427812-61d1-5004-b577-ac236a9c5c18"	"152"	"Funding Agreement"	"An Agreement under which the National or State Governments agree to fund an Indigenous body for a particular purpose. Such an agreement will not be legally binding upon the government unless the legislation under which it is made does in fact bind the government."	"20140302103532"	"https://web.archive.org/web/20140302103532/http://atns.net.au/subcategory.asp?subcategoryID=152"	"8"	"3"	"1"	"stable"	""	"Funding Agreement"	""
"https://data.idnau.org/pid/vocab/atns-subcat/d95daea3-0353-524d-b9af-f7d0d06b878a"	"153"	"Report"	""	"20140125204514"	"https://web.archive.org/web/20140125204514/http://atns.net.au/subcategory.asp?subcategoryID=153"	"6"	"3"	"2"	"empty-definition"	"20070901082136: Report — A national, state or local government report which has ramifications for Indigenous peoples. || 20110216100344: Report — [empty] || 20140125204514: Report — [empty]"	"Report"	""
"https://data.idnau.org/pid/vocab/atns-subcat/e9f2cbaa-5c3d-5a7e-a2de-427ab2fc804a"	"154"	"Statement of Commitment/Intention"	"A Statement of Commitment or Intention can be made by any entity and is a non-binding instrument that relates to the achievement a particular aim or aims. Many relate to enhancing the reconciliation process with Aboriginal peoples and practical measures to that end."	"20170214232859"	"https://web.archive.org/web/20170214232859/http://atns.net.au/subcategory.asp?subcategoryID=154"	"8"	"3"	"2"	"definition-changed"	"20070901080839: Statement of Commitment/Intention — An International, National, State or Local Government Statement containing a commitment or intention to enhance the reconciliation process with Aboriginal peoples which may or may not additionally include a range of issues upon which there is a commitment or intention to take practical action. || 20110216100430: Statement of Commitment/Intention — A Statement of Commitment or Intention can be made by any entity and is a non-binding instrument that relates to the achievement a particular aim or aims. Many relate to enhancing the reconciliation process with Aboriginal peoples and practical measures to that end. || 20170214232859: Statement of Commitment/Intention — A Statement of Commitment or Intention can be made by any entity and is a non-binding instrument that relates to the achievement a particular aim or aims. Many relate to enhancing the reconciliation process with Aboriginal peoples and practical measures to that end."	"Statement of Commitment/Intention"	""
"https://data.idnau.org/pid/vocab/atns-subcat/d66b4fd1-9d0a-57fb-9a2c-d480e1cbc97f"	"155"	"Policy/Strategy"	"National, State or Local Government Policy or Strategy in relation to Indigenous issues."	"20170214233253"	"https://web.archive.org/web/20170214233253/http://atns.net.au/subcategory.asp?subcategoryID=155"	"9"	"3"	"1"	"stable"	""	"Policy/Strategy"	""
"https://data.idnau.org/pid/vocab/atns-subcat/114e4b10-f8d9-5c01-9470-e5036762cb1b"	"156"	"Plan of Management"	"A Plan of Management in relation to the joint management, co-management, or for Indigenous input into, the management of a particular area of land."	"20140125204510"	"https://web.archive.org/web/20140125204510/http://atns.net.au/subcategory.asp?subcategoryID=156"	"7"	"3"	"2"	"definition-changed"	"20070901082013: Plan of Management — A Plan of Management in relation to the joint management of, or if not totally joint management, for Indigenous input into, the management of a particular area of land. || 20110216100314: Plan of Management — A Plan of Management in relation to the joint management, co-management, or for Indigenous input into, the management of a particular area of land. || 20140125204510: Plan of Management — A Plan of Management in relation to the joint management, co-management, or for Indigenous input into, the management of a particular area of land."	"Plan of Management"	""
"https://data.idnau.org/pid/vocab/atns-subcat/1eb2e7ab-f69e-50e0-96b3-ae27f43fe296"	"157"	"Research"	""	"20140125204520"	"https://web.archive.org/web/20140125204520/http://atns.net.au/subcategory.asp?subcategoryID=157"	"7"	"3"	"2"	"empty-definition"	"20070901080413: Research — Agreement covers research programs or material. || 20110216100406: Research — [empty] || 20140125204520: Research — [empty]"	"Research"	""
"https://data.idnau.org/pid/vocab/atns-subcat/88a6616e-8f95-5953-8f69-3d07e051515c"	"158"	"Indigenous Protected Area"	"This is an area of land or sea over which the Traditional Indigenous Owners have entered into a voluntary agreement for the purposes of promoting biodiversity and cultural resource conservation. The declaration of an Indigenous Protected Area over Indigenous owned lands results in that land being considered as part of the National Reserve System."	"20140126160616"	"https://web.archive.org/web/20140126160616/http://atns.net.au/subcategory.asp?subcategoryID=158"	"6"	"3"	"1"	"stable"	""	"Indigenous Protected Area"	""
"https://data.idnau.org/pid/vocab/atns-subcat/66ca48c6-5504-5f8e-9835-c46a3bce657e"	"160"	"Final Agreement (Canada)"	"An agreement concluding comprehensive land claims negotiations, and recognising Aboriginal rights and interests to traditional territory."	"20140302103706"	"https://web.archive.org/web/20140302103706/http://atns.net.au/subcategory.asp?subcategoryID=160"	"6"	"3"	"1"	"stable"	""	"Final Agreement (Canada)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/7dff9d75-8efe-5518-a99d-54546a46d417"	"161"	"Implementation Plan (Canada)"	"An agreement which guides and monitors the implementation of a final agreement. The implementation plan sets out the activities and obligations of the parties required to fulfil the agreement. It does not create legal obligations beyond those identified in the final agreement."	"20140302103717"	"https://web.archive.org/web/20140302103717/http://atns.net.au/subcategory.asp?subcategoryID=161"	"7"	"3"	"1"	"stable"	""	"Implementation Plan (Canada)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/fc06dde7-2239-580c-b4b9-09d0f530c888"	"162"	"Self-Government Agreement (Canada)"	"An agreement which recognises that the inherent right of self-government is an existing right under section 35 of the of the Constitution Act, 1982. It sets out the self-government arrangements and jurisdictional powers of First Nation Governments. Self-government agreements are often negotiated in conjunction with comprehensive land claims agreements."	"20140303160753"	"https://web.archive.org/web/20140303160753/http://atns.net.au/subcategory.asp?subcategoryID=162"	"7"	"3"	"1"	"stable"	""	"Self-Government Agreement (Canada)"	""
"https://data.idnau.org/pid/vocab/atns-subcat/76172eac-f556-58a7-85ae-e9378e301734"	"163"	"Devolution Agreement (Canada)"	"An agreement between the federal and territorial governments transferring province-like powers and responsibilities to the territorial governments. It may cover matters such as legislative authority, development of resource management schemes, financial relationships and human and capital resources transfers."	"20140302103657"	"https://web.archive.org/web/20140302103657/http://atns.net.au/subcategory.asp?subcategoryID=163"	"7"	"3"	"1"	"stable"	""	"Devolution Agreement (Canada)"	""
