resource_iri,resource_name,original_url,last_url_reached,possible_updated_url,http_status,classification,assessment,broken,same_domain_redirect,path_changed,content_type,content_length,error
https://data.idnau.org/pid/resource/7f090d24-be7e-5ddd-a6d6-b5f08e6af7ba,Nunavut,http://www.ainc-inac.gc.ca/pr/info/info100_e.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/d744b0d8-73e0-5b4b-b270-31f7f9fb1edb,James Bay and Northern Quebec Agreement and the Northeastern Quebec Agreement,http://www.ainc-inac.gc.ca/pr/info/info14_e.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/e4a4d750-c816-5751-a86e-b682129049dd,Comprehensive Claims (Modern Treaties) in Canada,http://www.ainc-inac.gc.ca/pr/info/trty_e.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/1392442e-0b54-5066-8ec1-0b6c7bcc66b2,Federal Policy Guide: Aboriginal Self-Government,http://www.ainc-inac.gc.ca/pr/pub/sg/plcy_e.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/a81990b9-ddef-5a21-811a-ebe0accfa3c4,Treaty Research Report: Manitoulin Island Treaties,http://www.ainc-inac.gc.ca/pr/trts/hti/Mtou/index_e.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/be1f1e64-a69b-52c5-a390-ecf577c7f5d1,Treaty Guide to Treaty No. 11 (1921),http://www.ainc-inac.gc.ca/pr/trts/hti/guid/tr11_e.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/d0fb9e91-fb42-55aa-b06f-2ce02ebead55,Robinson-Superior Treaty,http://www.ainc-inac.gc.ca/pr/trts/rbt2_e.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/3afd9622-0e8b-5ff2-b1f1-bd472a880ceb,Robinson-Huron Treaty,http://www.ainc-inac.gc.ca/pr/trts/rbt_e.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/8e2d630a-d888-5f7d-aa13-388de721685c,Treaty No 8,http://www.ainc-inac.gc.ca/pr/trts/trty8/trty_e.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/6ae12109-e85b-5392-b1c5-406b06c5985d,Comprehensive Claims Policy and Status of Claims,http://www.ainc-inac.gc.ca/ps/clm/brieff_e.pdf,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/d82fbf79-43c8-50d8-8f4b-a9a62187fdae,Overview,http://www.ainc-inac.gc.ca/ps/clm/scb_e.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/e17ab2f8-9912-59be-b031-af826be8b4c6,Specific Claims Branch,http://www.ainc-inac.gc.ca/ps/clm/scb_e.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/e8355971-35e3-5550-85f2-ef00f1c84cf5,Hunting and the Quest for Power: The James Bay Cree and Whitemen in the 20th Century,http://arcticcircle.uconn.edu/HistoryCulture/Cree/Feit1/feit3.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/e2b0c1a5-2174-5017-9fa2-01e2b8216193,Wellington Agreement,http://www.arts.uwa.edu.au/AnthropWWW/archives/native_title/welling.htm,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/b4a5bfbd-f9c7-576f-8c9e-e1e8ed2af395,About the Department,http://www.artswa.wa.gov.au/About.asp,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/a03bd545-fa4a-55ac-a260-75f7dea0e41a,Martumili Artists Project,http://www.artswa.wa.gov.au/documents/ArtslineAug06FINAL_001.pdf,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/dd07412c-34a0-58a6-93d7-4713232f62ae,Newsletter,http://www.ataust.org.au/downloads/ATA%20summer%202002%20Newsletter.pdf,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/7b3f910e-d111-5222-8b8c-26f1cc9c72f5,"<I>Shared Responsibility Agreement between the Murdi Paaki Regional Council, the Commonwealth of Australia and the State of New South Wales</I>",http://www.atsia.gov.au/atsia/media/media03/r03065.htm,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/6fbdc083-f377-59d5-9e48-fdf4e8d88b96,Review of the Aboriginal and Torres Strait Islander Commission (ATSIC): June 2003,http://www.atsia.gov.au/media/atsicreview/stage2/NSW%20AHO%20submission%20150803.DOC,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/0aa65985-095e-5450-8ee5-205a458c7ec6,'Ministerial Taskforce on Indigenous Affairs',http://www.atsia.gov.au/media/former_minister/media04/v04026.aspx,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/f7ad4802-7d89-54c5-9da7-d55b6a9e3cfc,National Indigenous Council Appointed,http://www.atsia.gov.au/media/former_minister/media04/v04064.aspx,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/89261424-124b-53cd-bede-5427ab24c13c,Minister Vanstone congratulates Ngaanyatjarra People on first Regional Partnership Agreement,http://www.atsia.gov.au/media/former_minister/media05/v0532.aspx,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/dc6c0ec2-a17a-57e6-b983-39b498815e7f,Aboriginal People in Northern Region of Tasmania to Join COAG Trials,http://www.atsia.gov.au/media/ruddock_media03/r03063.htm,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/c02efbfe-daba-598d-bb23-018ae21cd1d2,"Kalkagiri Says \""No\"" to NT's Draft Constitution",http://www.atsic.gov.au/News_Room/ATSIC_News/August_1998/page12.asp,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/e7b18347-ade3-57b6-8180-67fc52af8ffd,<I>Namadgi National Park</I>,http://www.australianalps.ea.gov.au/parks/namadgi.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/527d81b5-87ac-5d72-a12f-ad1e149dd7b8,Taking Care of Business: A Dialogue on Environmentally Balanced Economics,http://aveda.aveda.com/about/press/wharton_conference.asp,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/f45374e0-0b19-5100-9141-0b1f45bc09df,Draft Research Agreement,http://barney.asap.unimelb.edu.au/atns/warp/001.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/a299bda4-0da0-5a36-b46d-77c922bbf819,Kakadu National Park The Northern Territory of Australia Memorandum of Lease 14 January 1996 (Gunlom Aboriginal Land Trust),http://barney.asap.unimelb.edu.au/atns/warp/046.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/a924d081-30b0-5dea-bce0-0a5256229456,ATSIC Annual Report 1992-1993,http://beta.austlii.edu.au/au/other/IndigLRes/1993/2/index.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/5e1d8417-fb5c-5397-936a-f393844a50a7,Port Phillip's Historic Agreement,http://beta.austlii.edu.au/au/special/rsjproject/rsjlibrary/car/wtno25_jul1999/pages/wt25ju23.htm,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/3896f67d-1d14-5bad-a332-ca64536850c8,Welcome to Borroloola,http://www.borroloola.nt.gov.au/,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/6db0328e-1f3f-509c-a099-02411cbea8ea,Agreements Proving Effective,http://www.brendannelson.com.au/news/default.asp?action=article&ID=325&WorkDate=1-Apr-2005&Archived=true,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/ff052ee9-0b48-5166-ad69-536f0c20be92,Maningrida An Arnhem Land Town,http://burarra.questacon.edu.au/pages/maningrida.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/4e3f44a8-e37a-57e1-a518-f9ae52222dee,SAMLISA: Strategy for Aboriginal Managed Lands in SA (SAMLISA),http://www.ccsa.asn.au/esa/esa_nine_one/samlisa.htm,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/f3d52e50-bb4a-5875-bfa1-ebe002c5fb58,Western Australian Aboriginal Child Health Survey,http://cdh.curtin.edu.au/research/achs.cfm,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/8caa9121-f09c-5623-94de-10a3eb6365cc,Indigenous Housing & Governance: Case Studies from Remote Communities in WA & NT,http://chirs.infoxchange.net.au/cms/items/2004/08/21566-upload-00001.pdf,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/51d36122-4d37-59ed-9aec-513b3ca40227,<I>Agreement Between the Australian Capital Territory and ACT Native Title Claim Groups</I>,http://www.cmd.act.gov.au/community/indigenous/ATSIagreement.html,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/6eb98024-6967-50a5-8f26-2ab604774400,<I>Statement of Intent: The ACT Government and the Aboriginal and Torres Strait Islander Commission</I>,http://www.cmd.act.gov.au/community/indigenous/statement_of_intent.htm,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/bb384540-d8cd-59da-89b0-4b4313c1c9e3,Transcript of the Manitoulin Treaty 1862,http://collections.ic.gc.ca/treaties/text/IT-237/237tt.htm,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
https://data.idnau.org/pid/resource/3d9b103a-fe3e-5188-bfff-5f11483ea4ea,Greater Shepparton Compact,http://www.communityplanningcouncil.org/COMPACT%20-%202003.pdf,,,,dns_error,likely_broken,true,false,false,,,"[Errno 8] nodename nor servname provided, or not known"
