atns-scale:84e6772a-6a4d-507c-88ec-a27b911f2093	Not specified	220
atns-scale:5de1dca6-e145-562f-8a91-4edc8d428945	Local	221
atns-scale:8ef6d041-2362-5344-8e56-dc34528010f8	Regional	222
atns-scale:cb43e0e5-be23-539f-81cd-e425212894eb	Provincial	223
atns-scale:9da0760b-0c8d-5efa-8f53-5cd0b8160bc2	National	224
atns-scale:13dd71f3-2bd7-5ad4-828f-23435a02bf84	International	225
