atns-subcategory:7cfbd20c-917a-5a6c-b2cc-9baa5762381b	Participation Agreement (Canada)	171
atns-subcategory:7b236814-e530-5bde-856c-b25535686470	Service Delivery Agreement (Canada)	172
atns-subcategory:fa695837-692e-5ecd-954d-f00c369e7c2e	Inuit of Canada	173
atns-subcategory:f1e9e6d7-06bd-5773-bbb6-9d851c344924	Métis of Canada	174
atns-subcategory:7767aecc-ae64-5c1e-8fe6-b2b68c0cf7e4	Provincial/Territory Government (Canada)	175
atns-subcategory:a7cf88da-5009-583e-a88f-5323d27c417a	Conservation Agreement	176
atns-subcategory:395827ef-ba33-5bcc-96ff-bc0f3bd5d47a	Registered Aboriginal Party (Vic)	299
atns-subcategory:5fef068a-6a72-5e16-8885-194d2e021bfe	Regional Partnership Agreement (RPA)	302
atns-subcategory:28ea34b8-add0-5293-9708-7ff499b124b6	Unopposed Determination	303
atns-subcategory:428c348f-cb02-5b4a-9f58-b6172ccba9f9	Local Community of South Africa	307
atns-subcategory:cf3b9aee-3198-5049-bab0-fa15a46e1c06	Trustee Company	311
atns-subcategory:73e7ea31-7278-515a-ad91-72314b50074c	Party to a Deed of Settlement (New Zealand)	313
atns-subcategory:fd0b443c-f78b-5840-926a-9b0080a9ebdb	Land Restitution Agreement (South Africa)	314
atns-subcategory:53c4c72c-0c84-5487-b3b9-13134a218163	Joint Venture Agreement (South Africa)	316
atns-subcategory:a49a985c-aa37-5165-8e47-e59a724f040e	Policy/Strategy (South Africa)	320
atns-subcategory:b6d2bb0f-4564-5bb9-b667-3700821f5a5b	Black Economic Empowerment Transaction (South Africa)	321
atns-subcategory:ccad408c-37fe-5a36-a785-baf3b25cdce9	Indigenous Management Agreement (Aboriginal Land Act) (Queensland)	324
atns-subcategory:9dcbe1a3-5e12-5b7e-bf28-8badef099c68	Traditional Use Marine Resource Agreement (TUMRA)	325
atns-subcategory:960ba21e-42c4-504f-8c8c-5b3683f70067		326
atns-subcategory:123a2199-09c1-53e0-9c4d-6ae2033ea91c	COAG Agreement	330
atns-subcategory:2e0a88f3-2189-5129-9101-57be0d2aefbc	Aboriginal Community Controlled Health Service Agreement	331
atns-subcategory:410f394f-f53a-5ab1-bc86-8b1fe5a901ba	Alcohol Management Plan	332
atns-subcategory:c97ff061-87de-5580-9efc-4dd4eb83f378	Aboriginal Community Controlled Health Organisation Peak Body Agreement	333
atns-subcategory:3d310e0d-33b7-55f2-bbcc-8abbdcf1bdf5		334
atns-subcategory:387735e3-2e17-5da6-aaf8-bf7d5a946dcf		335
atns-subcategory:61baccc9-0196-5528-a334-1ebd2c143b73	Settlement Agreement	337
atns-subcategory:c88cb62c-6b71-5ed4-81b5-06ef97ad6941		338
atns-subcategory:a4b8cda9-3ccd-5f45-966c-68599b042062		339
atns-subcategory:b495993a-c784-53dc-8511-4bc6e7594137		340
atns-subcategory:9cde7d45-5757-5d67-9fea-1c29e3b8a9f9	Petitioner/s	341
atns-subcategory:c868472d-2d34-594a-8479-8ab66eddde4e	State Party	342
atns-subcategory:0057a2c2-f2e6-5896-942d-c99eeaa42337	Traditional Owner Group	345
